OCU Name,SNT Code,SNT Name,Latitude (generated),Longitude (generated),Sum Value
Hounslow,00ATGF,Hanworth,51.432432,-0.39149,2135
Hounslow,00ATGE,Feltham West,51.439184,-0.428088,2908
Hounslow,00ATGD,Feltham North,51.457624,-0.410735,2151
Hounslow,00ATGC,Cranford,51.473436,-0.404837,2462
Hounslow,00ATGB,Chiswick Riverside,51.48332,-0.270521,1692
Hounslow,00ATGA,Chiswick Homefields,51.4839,-0.254311,2406
Hounslow,00ATFZ,Brentford,51.492652,-0.301689,3432
Hounslow,00ATFY,Bedfont,51.45034,-0.439916,2338
Hounslow,00AT05N,Hounslow West,51.468308,-0.383259,2869
Hounslow,00AT04N,Hounslow South,51.462988,-0.350034,1140
Hounslow,00AT03N,Hounslow Heath,51.458872,-0.381485,2681
Hounslow,00AT02N,Hounslow Central,51.472348,-0.354646,2168
Hounslow,00AT01T,Hounslow Town Centre,51.468896,-0.361593,5054
Hillingdon,00ASHE,Yiewsley,51.515936,-0.466162,3198
Hillingdon,00ASHD,Yeading,51.52314,-0.38907,2966
Hillingdon,00ASHC,West Ruislip,51.58104,-0.437985,1691
Hillingdon,00ASHB,West Drayton,51.502616,-0.470299,3137
Hillingdon,00ASGX,South Ruislip,51.555104,-0.408676,2268
Hillingdon,00ASGW,Pinkwell,51.49852,-0.433448,2776
Hillingdon,00ASGU,Northwood Hills,51.598748,-0.409552,1593
Hillingdon,00ASGT,Northwood,51.60574,-0.436664,1261
Hillingdon,00ASGS,Manor,51.568584,-0.413904,1264
Hillingdon,00ASGR,Ickenham,51.564748,-0.460332,1021
Hillingdon,00ASGQ,Hillingdon East,51.542424,-0.437936,1721
Hillingdon,00ASGN,Harefield,51.598416,-0.476216,1094
Hillingdon,00ASGM,Eastcote and East Ruislip,51.583132,-0.412287,1444
Hillingdon,00ASGL,Charville,51.53222,-0.426737,1558
Hillingdon,00ASGK,Cavendish,51.570292,-0.39655,985
Hillingdon,00ASGJ,Brunel,51.528116,-0.464108,2958
Hillingdon,00ASGG,Barnhill,51.525144,-0.407097,2787
Hillingdon,00AS07N,Botwell,51.514516,-0.436174,2333
Hillingdon,00AS06N,Townfield,51.512852,-0.408969,3329
Hillingdon,00AS05N,Uxbridge South,51.534076,-0.484738,2264
Hillingdon,00AS04N,Uxbridge North,51.546956,-0.46418,1851
Hillingdon,00AS03N,Heathrow Villages,51.48588,-0.462677,3892
Hillingdon,00AS02T,Hayes Town Centre,51.50438,-0.417711,3177
Hillingdon,00AS01T,Uxbridge Town Centre,51.545988,-0.479424,3376
Havering,00ARGW,Upminster,51.545204,0.272787,1658
Havering,00ARGU,Squirrel's Heath,51.582608,0.212509,1389
Havering,00ARGT,South Hornchurch,51.52344,0.180075,2213
Havering,00ARGS,St Andrew's,51.559736,0.217514,2148
Havering,00ARGR,Romford Town,51.5772,0.188702,7940
Havering,00ARGQ,Rainham and Wennington,51.509684,0.207744,2207
Havering,00ARGP,Pettits,51.592512,0.186617,1483
Havering,00ARGN,Mawneys,51.5914,0.160081,1793
Havering,00ARGM,Hylands,51.563456,0.19836,1825
Havering,00ARGL,Heaton,51.604692,0.208884,2286
Havering,00ARGK,Havering Park,51.61294,0.174366,1639
Havering,00ARGJ,Harold Wood,51.59222,0.246642,2119
Havering,00ARGH,Hacton,51.550448,0.219008,907
Havering,00ARGG,Gooshays,51.6149,0.231222,3055
Havering,00ARGF,Emerson Park,51.575036,0.231794,1093
Havering,00ARGE,Elm Park,51.542016,0.19714,1472
Havering,00ARGD,Cranham,51.569848,0.264661,814
Havering,00ARGC,Brooklands,51.572836,0.165115,2844
Harrow,00AQGU,West Harrow,51.577708,-0.357302,1065
Harrow,00AQGT,Wealdstone,51.599796,-0.33711,1791
Harrow,00AQGS,Stanmore Park,51.61808,-0.32479,1396
Harrow,00AQGR,Roxeth,51.55958,-0.364479,1625
Harrow,00AQGQ,Roxbourne,51.566,-0.367783,1936
Harrow,00AQGP,Rayners Lane,51.57376,-0.375814,1106
Harrow,00AQGN,Queensbury,51.59818,-0.296328,1123
Harrow,00AQGM,Pinner South,51.585712,-0.385116,740
Harrow,00AQGL,Pinner,51.60306,-0.389405,1438
Harrow,00AQGK,Marlborough,51.592832,-0.334382,2038
Harrow,00AQGJ,Kenton West,51.59066,-0.316165,1117
Harrow,00AQGH,Kenton East,51.590328,-0.295079,908
Harrow,00AQGG,Headstone South,51.586748,-0.351137,1340
Harrow,00AQGF,Headstone North,51.594288,-0.364065,1076
Harrow,00AQGE,Hatch End,51.610092,-0.371338,1037
Harrow,00AQGD,Harrow Weald,51.614396,-0.346948,1553
Harrow,00AQGC,Harrow on the Hill,51.56824,-0.339899,1870
Harrow,00AQGA,Edgware,51.603092,-0.279579,1684
Harrow,00AQFZ,Canons,51.622976,-0.305714,1500
Harrow,00AQFY,Belmont,51.604412,-0.310048,1132
Harrow,00AQ02N,Greenhill,51.582256,-0.331499,2825
Harrow,00AQ01T,Harrow Town Centre,51.580336,-0.337293,2657
Haringey,00APGU,Woodside,51.602264,-0.10447,2981
Haringey,00APGT,White Hart Lane,51.603592,-0.084568,3110
Haringey,00APGS,West Green,51.59222,-0.090731,3148
Haringey,00APGR,Tottenham Hale,51.593612,-0.059575,5349
Haringey,00APGQ,Tottenham Green,51.58518,-0.072667,6449
Haringey,00APGP,Stroud Green,51.574968,-0.110571,1833
Haringey,00APGN,Seven Sisters,51.57766,-0.078843,3619
Haringey,00APGM,St Ann's,51.582116,-0.09038,3197
Haringey,00APGL,Northumberland Park,51.604148,-0.059796,5313
Haringey,00APGK,Noel Park,51.594304,-0.106462,7565
Haringey,00APGJ,Muswell Hill,51.586328,-0.137268,2169
Haringey,00APGH,Hornsey,51.58646,-0.118788,2536
Haringey,00APGG,Highgate,51.576688,-0.152612,1803
Haringey,00APGF,Harringay,51.578928,-0.103393,3256
Haringey,00APGE,Fortis Green,51.59234,-0.153991,1792
Haringey,00APGD,Crouch End,51.57802,-0.129063,2428
Haringey,00APGC,Bruce Grove,51.593244,-0.075926,3260
Haringey,00APGB,Bounds Green,51.605124,-0.122373,3030
Haringey,00APGA,Alexandra,51.598588,-0.132919,1624
Hammersmith and Fulham,00ANGR,Wormholt and White City,51.510928,-0.238691,2102
Hammersmith and Fulham,00ANGQ,Town,51.475504,-0.203873,2686
Hammersmith and Fulham,00ANGP,Shepherd's Bush Green,51.506616,-0.225833,7671
Hammersmith and Fulham,00ANGN,Sands End,51.47066,-0.188243,2173
Hammersmith and Fulham,00ANGM,Ravenscourt Park,51.495736,-0.240683,2459
Hammersmith and Fulham,00ANGL,Parsons Green and Walham,51.475696,-0.194616,2770
Hammersmith and Fulham,00ANGK,Palace Riverside,51.472232,-0.213604,1118
Hammersmith and Fulham,00ANGJ,North End,51.487824,-0.205924,2099
Hammersmith and Fulham,00ANGH,Munster,51.478208,-0.211677,1418
Hammersmith and Fulham,00ANGG,Hammersmith Broadway,51.49364,-0.227591,6103
Hammersmith and Fulham,00ANGF,Fulham Reach,51.485712,-0.218808,2508
Hammersmith and Fulham,00ANGE,Fulham Broadway,51.483052,-0.200031,2445
Hammersmith and Fulham,00ANGD,College Park and Old Oak,51.521992,-0.237665,2816
Hammersmith and Fulham,00ANGC,Avonmore and Brook Green,51.494276,-0.213514,2222
Hammersmith and Fulham,00ANGB,Askew,51.503352,-0.242091,2271
Hammersmith and Fulham,00ANGA,Addison,51.500284,-0.219465,3024
Hackney,00AMGT,Victoria,51.538792,-0.048994,2818
Hackney,00AMGR,Springfield,51.571016,-0.062998,3050
Hackney,00AMGL,King's Park,51.555524,-0.03373,2296
Hackney,00AMGJ,Haggerston,51.534628,-0.070848,3666
Hackney,00AMGH,Hackney Downs,51.557636,-0.062124,2434
Hackney,00AMGG,Hackney Central,51.54816,-0.060435,4158
Hackney,00AMGF,De Beauvoir,51.541576,-0.080753,2014
Hackney,00AMGE,Dalston,51.547144,-0.071189,4708
Hackney,00AMGD,Clissold,51.558496,-0.085449,2289
Hackney,00AMGB,Cazenove,51.566252,-0.066694,1797
Hackney,00AMGA,Brownswood,51.564256,-0.097426,1696
Hackney,00AM09W,Woodberry Down,51.571116,-0.088892,2186
Hackney,00AM08W,Stoke Newington,51.560544,-0.075937,2862
Hackney,00AM07W,Stamford Hill West,51.568752,-0.08044,1257
Hackney,00AM06W,Shacklewell,51.552752,-0.072655,1806
Hackney,00AM05W,London Fields,51.540392,-0.065062,4002
Hackney,00AM04W,Lea Bridge,51.55874,-0.050297,3031
Hackney,00AM03W,Hoxton West,51.530816,-0.089202,4023
Hackney,00AM02W,Hoxton East and Shoreditch,51.529452,-0.081326,9867
Hackney,00AM02,Hackney Wick,51.5464,-0.030809,3139
Hackney,00AM01W,Homerton,51.547524,-0.048981,4339
Greenwich,00ALHG,Woolwich Riverside,51.4923,0.052383,6543
Greenwich,00ALHF,Woolwich Common,51.480848,0.061118,4379
Greenwich,00ALHE,Thamesmead Moorings,51.50288,0.100488,4025
Greenwich,00ALHD,Shooters Hill,51.47138,0.075143,1697
Greenwich,00ALHC,Plumstead,51.483576,0.09879,3278
Greenwich,00ALHB,Peninsula,51.492944,0.010633,7023
Greenwich,00ALHA,Middle Park and Sutcliffe,51.451472,0.028146,2299
Greenwich,00ALGZ,Kidbrooke with Hornfair,51.470996,0.039203,2406
Greenwich,00ALGX,Glyndon,51.488512,0.080952,2720
Greenwich,00ALGW,Eltham West,51.458908,0.036742,1895
Greenwich,00ALGU,Eltham South,51.446704,0.068969,2744
Greenwich,00ALGT,Eltham North,51.458704,0.061146,1964
Greenwich,00ALGS,Coldharbour and New Eltham,51.433532,0.059644,1820
Greenwich,00ALGR,Charlton,51.482004,0.035506,2443
Greenwich,00ALGQ,Blackheath Westcombe,51.474644,0.016728,2202
Greenwich,00ALGP,Abbey Wood,51.488184,0.113634,3254
Greenwich,00AL02N,Greenwich West,51.478116,-0.012285,4669
Enfield,00AKHH,Winchmore Hill,51.630056,-0.104774,1740
Enfield,00AKHG,Upper Edmonton,51.611092,-0.065417,6263
Enfield,00AKHF,Turkey Street,51.6738,-0.045721,2687
Enfield,00AKHE,Town,51.659072,-0.078212,2434
Enfield,00AKHD,Southgate Green,51.618772,-0.126491,2165
Enfield,00AKHC,Southgate,51.636176,-0.122982,2711
Enfield,00AKHB,Southbury,51.652944,-0.060983,3812
Enfield,00AKHA,Ponders End,51.644452,-0.033203,3601
Enfield,00AKGZ,Palmers Green,51.619076,-0.099454,2744
Enfield,00AKGY,Lower Edmonton,51.62616,-0.044801,2621
Enfield,00AKGX,Jubilee,51.634608,-0.040743,2431
Enfield,00AKGW,Highlands,51.657412,-0.109495,1665
Enfield,00AKGU,Haselbury,51.624036,-0.074455,2624
Enfield,00AKGT,Grange,51.644136,-0.091428,2477
Enfield,00AKGS,Enfield Lock,51.673064,-0.023367,2905
Enfield,00AKGR,Enfield Highway,51.657796,-0.030084,3497
Enfield,00AKGQ,Edmonton Green,51.618632,-0.053673,5297
Enfield,00AKGP,Cockfosters,51.66082,-0.149881,2288
Enfield,00AKGN,Chase,51.677204,-0.102257,2340
Enfield,00AKGM,Bush Hill Park,51.6352,-0.078412,1730
Enfield,00AKGL,Bowes,51.611288,-0.109417,1896
Ealing,00AJHB,Walpole,51.506824,-0.315543,2455
Ealing,00AJHA,Southfield,51.500012,-0.261609,1899
Ealing,00AJGZ,Southall Green,51.49998,-0.38998,2586
Ealing,00AJGY,Southall Broadway,51.509264,-0.383421,3521
Ealing,00AJGX,South Acton,51.506584,-0.277398,3480
Ealing,00AJGW,Perivale,51.535596,-0.323398,2428
Ealing,00AJGU,Norwood Green,51.502088,-0.360909,3511
Ealing,00AJGT,Northolt West End,51.538224,-0.394078,3069
Ealing,00AJGS,Northolt Mandeville,51.54844,-0.371658,2645
Ealing,00AJGR,North Greenford,51.550392,-0.332876,1581
Ealing,00AJGQ,Northfield,51.498396,-0.315173,1508
Ealing,00AJGP,Lady Margaret,51.522988,-0.37059,1483
Ealing,00AJGN,Hobbayne,51.519312,-0.340727,1676
Ealing,00AJGM,Hanger Hill,51.526164,-0.292996,2387
Ealing,00AJGL,Greenford Green,51.542264,-0.348597,2395
Ealing,00AJGK,Greenford Broadway,51.53222,-0.363273,3165
Ealing,00AJGJ,Elthorne,51.504992,-0.333863,2660
Ealing,00AJGH,East Acton,51.521524,-0.260535,5283
Ealing,00AJGG,Ealing Common,51.506824,-0.295474,2530
Ealing,00AJGF,Ealing Broadway,51.517024,-0.309613,4797
Ealing,00AJGE,Dormers Wells,51.515816,-0.361563,1909
Ealing,00AJGD,Cleveland,51.52352,-0.322744,1716
Ealing,00AJGC,Acton Central,51.514856,-0.270711,2725
Croydon,00AHHE,Woodside,51.393432,-0.066252,2621
Croydon,00AHHD,West Thornton,51.392104,-0.118976,3842
Croydon,00AHHC,Waddon,51.363928,-0.113061,3571
Croydon,00AHHA,Thornton Heath,51.403244,-0.095178,3469
Croydon,00AHGY,Shirley South,51.368488,-0.045493,1380
Croydon,00AHGX,Selsdon Vale and Forestdale,51.339876,-0.041833,836
Croydon,00AHGW,Selhurst,51.38742,-0.095166,3045
Croydon,00AHGU,Sanderstead,51.333976,-0.078273,1147
Croydon,00AHGT,Purley and Woodcote,51.335452,-0.125317,2483
Croydon,00AHGS,Norbury Park,51.413936,-0.110335,1567
Croydon,00AHGR,New Addington South,51.34134,-0.010069,1774
Croydon,00AHGQ,Kenley,51.316268,-0.100754,817
Croydon,00AHGP,Selsdon and Addington Village,51.353732,-0.049659,1007
Croydon,00AHGN,New Addington North,51.353724,-0.018058,1668
Croydon,00AHGL,Purley Oaks and Riddlesdown,51.339388,-0.101948,1021
Croydon,00AHGK,Coulsdon Town,51.316356,-0.144727,1535
Croydon,00AHGJ,Old Coulsdon,51.304076,-0.121356,809
Croydon,00AHGG,Bensham Manor,51.397052,-0.106347,2496
Croydon,00AHGF,Addiscombe East,51.380136,-0.069541,1621
Croydon,00AHGE,Addiscombe West,51.380064,-0.084248,2358
Croydon,00AH06N,Crystal Palace and Upper Norwood,51.414428,-0.088839,2441
Croydon,00AH05N,South Norwood,51.398072,-0.079387,3321
Croydon,00AH04N,Park Hill and Whitgift,51.369212,-0.07789,610
Croydon,00AH03N,Broad Green,51.382044,-0.11603,4834
Croydon,00AH01T,Fairfield,51.374348,-0.098879,9831
Camden,00AGGX,West Hampstead,51.548468,-0.19165,2724
Camden,00AGGU,St Pancras and Somers Town,51.535316,-0.130318,5219
Camden,00AGGS,King's Cross,51.527092,-0.121348,4875
Camden,00AGGR,Kilburn,51.540248,-0.190604,3376
Camden,00AGGQ,Kentish Town,51.551436,-0.14022,3149
Camden,00AGGP,Holborn and Covent Garden,51.518972,-0.117714,12589
Camden,00AGGN,Highgate,51.564468,-0.155159,2352
Camden,00AGGM,Haverstock,51.546612,-0.153459,2676
Camden,00AGGL,Hampstead Town,51.560228,-0.174003,2669
Camden,00AGGK,Gospel Oak,51.552824,-0.156243,1871
Camden,00AGGJ,Frognal and Fitzjohns,51.554552,-0.183785,1536
Camden,00AGGH,Fortune Green,51.553032,-0.201614,1795
Camden,00AGGG,Cantelowes,51.545,-0.133703,2594
Camden,00AGGE,Bloomsbury,51.52194,-0.131467,13192
Camden,00AGGD,Belsize,51.546024,-0.166526,1970
Camden,00AG04N,Regent's Park,51.530568,-0.141277,4674
Camden,00AG03N,Swiss Cottage,51.542172,-0.177998,2497
Camden,00AG02N,Camden Town with Primrose Hill,51.540524,-0.148026,8397
Bromley,00AFHB,West Wickham,51.377884,-0.011548,1312
Bromley,00AFHA,Shortlands,51.396384,-0.001665,760
Bromley,00AFGZ,Plaistow and Sundridge,51.417708,0.02332,2172
Bromley,00AFGY,Petts Wood and Knoll,51.385896,0.078557,1282
Bromley,00AFGX,Penge and Cator,51.415912,-0.048274,4202
Bromley,00AFGW,Orpington,51.371272,0.109471,2834
Bromley,00AFGU,Mottingham and Chislehurst North,51.432244,0.041614,1930
Bromley,00AFGT,Kelsey and Eden Park,51.39364,-0.029703,2928
Bromley,00AFGS,Hayes and Coney Hall,51.369704,0.011555,1605
Bromley,00AFGR,Farnborough and Crofton,51.365316,0.066947,1627
Bromley,00AFGQ,Darwin,51.3271,0.05726,509
Bromley,00AFGP,Crystal Palace,51.416916,-0.06881,2429
Bromley,00AFGN,Cray Valley West,51.400308,0.10271,2909
Bromley,00AFGM,Cray Valley East,51.391604,0.131674,3630
Bromley,00AFGL,Copers Cope,51.411736,-0.019314,2592
Bromley,00AFGK,Clock House,51.404932,-0.047788,1848
Bromley,00AFGJ,Chislehurst,51.413072,0.074307,2195
Bromley,00AFGH,Chelsfield and Pratts Bottom,51.351,0.113253,1154
Bromley,00AFGG,Bromley Town,51.403648,0.014782,7418
Bromley,00AFGF,Bromley Common and Keston,51.372504,0.0408,2115
Bromley,00AFGE,Biggin Hill,51.316248,0.023685,1096
Bromley,00AFGD,Bickley,51.401564,0.046322,1472
Brent,00AEHF,Willesden Green,51.545452,-0.234923,3570
Brent,00AEHE,Wembley Central,51.549964,-0.297234,4355
Brent,00AEHD,Welsh Harp,51.566552,-0.257801,2228
Brent,00AEHC,Tokyngton,51.553684,-0.278423,4312
Brent,00AEHB,Sudbury,51.556164,-0.314946,1810
Brent,00AEHA,Stonebridge,51.541996,-0.266795,5003
Brent,00AEGZ,Queensbury,51.592292,-0.272967,3019
Brent,00AEGY,Queens Park,51.535112,-0.213788,2873
Brent,00AEGX,Preston,51.566104,-0.297055,2299
Brent,00AEGW,Northwick Park,51.569004,-0.317956,2137
Brent,00AEGU,Mapesbury,51.553776,-0.21872,3031
Brent,00AEGT,Kilburn,51.53682,-0.198636,3280
Brent,00AEGS,Kenton,51.58126,-0.299912,1594
Brent,00AEGR,Kensal Green,51.534936,-0.236742,3318
Brent,00AEGQ,Harlesden,51.540852,-0.250639,4365
Brent,00AEGP,Fryent,51.582052,-0.265058,1985
Brent,00AEGN,Dudden Hill,51.554156,-0.241479,3217
Brent,00AEGM,Dollis Hill,51.56432,-0.236552,2599
Brent,00AEGL,Brondesbury Park,51.54286,-0.218837,2204
Brent,00AEGK,Barnhill,51.571064,-0.279447,2609
Brent,00AEGJ,Alperton,51.54042,-0.294509,2307
Bexley,00ADGX,Thamesmead East,51.502812,0.13508,2463
Bexley,00ADGW,Sidcup,51.424824,0.113217,2485
Bexley,00ADGU,West Heath,51.475692,0.130085,1209
Bexley,00ADGT,St Mary's and St James,51.430008,0.144237,1363
Bexley,00ADGS,Northumberland Heath,51.475272,0.157715,1495
Bexley,00ADGR,Slade Green and Northend,51.473628,0.199059,2337
Bexley,00ADGQ,Longlands,51.43012,0.090216,841
Bexley,00ADGN,Falconwood and Welling,51.457956,0.106179,2161
Bexley,00ADGM,Erith,51.483764,0.171873,3279
Bexley,00ADGL,East Wickham,51.468036,0.101238,1700
Bexley,00ADGH,Crayford,51.453072,0.17829,2948
Bexley,00ADGF,Bexleyheath,51.458964,0.148392,3539
Bexley,00ADGE,Crook Log,51.460304,0.130211,1651
Bexley,00ADGD,Blendon and Penhill,51.442868,0.118327,1490
Bexley,00ADGC,Blackfen and Lamorbey,51.443668,0.094566,1431
Bexley,00ADGB,Belvedere,51.493056,0.151546,2934
Bexley,00ADGA,Barnehurst,51.465924,0.169403,1184
Barnet,00ACGT,Woodhouse,51.610832,-0.171753,3575
Barnet,00ACGS,West Hendon,51.578316,-0.235371,5049
Barnet,00ACGR,West Finchley,51.6071,-0.187371,2627
Barnet,00ACGQ,Underhill,51.64416,-0.218675,2267
Barnet,00ACGP,Totteridge,51.629804,-0.20113,1652
Barnet,00ACGN,Oakleigh,51.634304,-0.170698,1975
Barnet,00ACGM,Mill Hill,51.613792,-0.224657,3268
Barnet,00ACGL,High Barnet,51.65488,-0.212507,2546
Barnet,00ACGK,Hendon,51.591064,-0.224359,3178
Barnet,00ACGJ,Hale,51.62606,-0.256763,2117
Barnet,00ACGH,Golders Green,51.574752,-0.212682,3186
Barnet,00ACGG,Garden Suburb,51.580908,-0.183299,2392
Barnet,00ACGF,Finchley Church End,51.596252,-0.201152,2035
Barnet,00ACGE,Edgware,51.62632,-0.281727,3543
Barnet,00ACGD,East Finchley,51.594996,-0.168887,2108
Barnet,00ACGC,East Barnet,51.646696,-0.160998,2348
Barnet,00ACGB,Coppetts,51.61116,-0.151805,3300
Barnet,00ACGA,Colindale,51.594004,-0.245592,4052
Barnet,00ACFZ,Childs Hill,51.564996,-0.202646,4636
Barnet,00ACFY,Burnt Oak,51.603492,-0.259661,2961
Barnet,00ACFX,Brunswick Park,51.628532,-0.144868,2259
Barking and Dagenham,00ABGP,Whalebone,51.56768,0.142197,2008
Barking and Dagenham,00ABGN,Village,51.539012,0.166282,2329
Barking and Dagenham,00ABGM,Valence,51.56054,0.134188,1595
Barking and Dagenham,00ABGL,Thames,51.523556,0.118639,3507
Barking and Dagenham,00ABGK,River,51.524284,0.153013,2194
Barking and Dagenham,00ABGJ,Parsloes,51.550152,0.134978,1410
Barking and Dagenham,00ABGH,Mayesbrook,51.543972,0.119188,1851
Barking and Dagenham,00ABGG,Longbridge,51.543788,0.096583,1793
Barking and Dagenham,00ABGF,Heath,51.557456,0.154388,2103
Barking and Dagenham,00ABGE,Goresbrook,51.53604,0.135587,1995
Barking and Dagenham,00ABGD,Gascoigne,51.532372,0.083003,2510
Barking and Dagenham,00ABGC,Eastbury,51.535836,0.105758,2059
Barking and Dagenham,00ABGB,Eastbrook,51.55358,0.173596,1771
Barking and Dagenham,00ABGA,Chadwell Heath,51.584692,0.139988,2042
Barking and Dagenham,00ABFZ,Becontree,51.554492,0.118971,2227
Barking and Dagenham,00ABFY,Alibon,51.545532,0.148288,1868
Barking and Dagenham,00ABFX,Abbey,51.539684,0.077968,5681